subject,modality,phase,MD_mean,ND_baseline,delta
T010,Perinasal.Perspiration,P1,-0.5219115155052451,-7.914906423656812e-16,-0.5219115155052443
T011,Perinasal.Perspiration,P1,-0.2806198148851994,4.196118518268308e-16,-0.2806198148851998
T012,Perinasal.Perspiration,P1,0.11158586422590619,1.1564937252815442e-15,0.11158586422590504
T013,Perinasal.Perspiration,P1,-1.5068116244555425,-1.3158198810372225e-16,-1.5068116244555423
T016,Perinasal.Perspiration,P1,-0.6754950234721062,-2.365443166422869e-16,-0.675495023472106
T017,Perinasal.Perspiration,P1,0.21182206962496208,-3.3251024960361233e-15,0.21182206962496541
T018,Perinasal.Perspiration,P1,0.8665004123796352,3.0010500640799264e-15,0.8665004123796322
T020,Perinasal.Perspiration,P1,-0.40217230815462707,1.0974351154409924e-15,-0.4021723081546282
T022,Perinasal.Perspiration,P1,0.6996768689895575,-2.6134905223360006e-15,0.6996768689895602
T023,Perinasal.Perspiration,P1,0.41199263592955326,-1.3067452611680003e-15,0.4119926359295546
T024,Perinasal.Perspiration,P1,-0.020065723571855567,-1.5352965568465934e-15,-0.02006572357185403
T025,Perinasal.Perspiration,P1,-0.6631547159572325,-2.356391725735026e-15,-0.6631547159572302
T027,Perinasal.Perspiration,P1,0.6976714717559787,-5.852016690547554e-16,0.6976714717559792
T029,Perinasal.Perspiration,P1,0.7135269888161551,-2.0631770074987984e-15,0.7135269888161572
T031,Perinasal.Perspiration,P1,0.01295318269466487,-4.340770167552612e-15,0.01295318269466921
T033,Perinasal.Perspiration,P1,-0.7324704321217101,2.1999496241803103e-15,-0.7324704321217124
T034,Perinasal.Perspiration,P1,0.953188454754237,1.0924244426272236e-15,0.9531884547542359
T035,Perinasal.Perspiration,P1,0.2864237882958165,2.888346797221097e-15,0.2864237882958136
T036,Perinasal.Perspiration,P1,-1.1909772287693396,-4.241365495872228e-16,-1.1909772287693392
T038,Perinasal.Perspiration,P1,0.13932817779380396,-9.201272837181153e-16,0.13932817779380488
T039,Perinasal.Perspiration,P1,-0.347098119685297,-1.9436781933050483e-15,-0.3470981196852951
T040,Perinasal.Perspiration,P1,-0.8448402827521388,-9.789337346867052e-17,-0.8448402827521387
T041,Perinasal.Perspiration,P1,0.6750349565763963,1.3567278675468253e-15,0.675034956576395
T043,Perinasal.Perspiration,P1,-0.5808095987114819,2.3114040801834584e-15,-0.5808095987114842
T044,Perinasal.Perspiration,P1,-0.7820422919035388,1.2244339571845069e-15,-0.78204229190354
T045,Perinasal.Perspiration,P1,1.3846521631639914,-2.073605306502033e-15,1.3846521631639934
T047,Perinasal.Perspiration,P1,0.3989979598192862,-1.4175416174765092e-15,0.39899795981928765
T050,Perinasal.Perspiration,P1,-0.46098941383104464,-1.2969489309832336e-16,-0.4609894138310445
T054,Perinasal.Perspiration,P1,1.0192999028721998,1.0416333299100944e-15,1.0192999028721987
T060,Perinasal.Perspiration,P1,-0.4288270266697874,1.6746798485928287e-16,-0.42882702666978756
T061,Perinasal.Perspiration,P1,0.4710116510425825,5.377080162508867e-16,0.47101165104258197
T064,Perinasal.Perspiration,P1,0.539723285656336,-1.3425584668550912e-15,0.5397232856563373
T066,Perinasal.Perspiration,P1,0.4252269181955778,2.2556912246352386e-16,0.42522691819557756
T068,Perinasal.Perspiration,P1,-0.19623425437553485,1.452557551809404e-15,-0.1962342543755363
T073,Perinasal.Perspiration,P1,0.8320405320100361,-4.946816514785507e-16,0.8320405320100366
T076,Perinasal.Perspiration,P1,-0.3933106759543662,7.733798484463675e-16,-0.393310675954367
T077,Perinasal.Perspiration,P1,0.4334231971397425,-1.3000466458702149e-15,0.43342319713974375
T079,Perinasal.Perspiration,P1,-0.2882088485146534,-4.828352482933567e-16,-0.2882088485146529
T080,Perinasal.Perspiration,P1,-0.43745528850839566,-2.0898315757650005e-16,-0.43745528850839543
T081,Perinasal.Perspiration,P1,-0.38341854618651156,9.95836409966807e-16,-0.38341854618651255
T082,Perinasal.Perspiration,P1,-1.0179902888199022,-3.739698609263685e-16,-1.0179902888199017
T083,Perinasal.Perspiration,P1,-0.0059502804644202085,2.0898315757650005e-16,-0.0059502804644204176
T084,Perinasal.Perspiration,P1,-1.3877539492631419,-4.6900510611227736e-17,-1.3877539492631419
T086,Perinasal.Perspiration,P1,-0.258626963614936,-2.882076619307739e-16,-0.2586269636149357
T088,Perinasal.Perspiration,P1,-0.6487617870654916,-8.522251703269567e-16,-0.6487617870654907
T001,Perinasal.Perspiration,P2,-0.6549113606435505,1.6654759666224005e-15,-0.6549113606435522
T002,Perinasal.Perspiration,P2,0.1852543569889603,-3.937516419829271e-15,0.18525435698896425
T003,Perinasal.Perspiration,P2,0.9791927228155192,1.7716450175450773e-15,0.9791927228155174
T004,Perinasal.Perspiration,P2,0.3613665708000989,2.249200026866504e-15,0.3613665708000966
T005,Perinasal.Perspiration,P2,-0.8081508094256533,-9.9351793264833e-16,-0.8081508094256523
T006,Perinasal.Perspiration,P2,0.371313483833939,-1.7007671866598144e-15,0.3713134838339407
T008,Perinasal.Perspiration,P2,-1.1535562655539677,-2.177150443833176e-16,-1.1535562655539675
T009,Perinasal.Perspiration,P2,0.1998222021668213,-7.606332158267391e-16,0.19982220216682206
T010,Perinasal.Perspiration,P2,-0.22433112356701984,-7.914906423656812e-16,-0.22433112356701904
T011,Perinasal.Perspiration,P2,0.6533850077253872,4.196118518268308e-16,0.6533850077253868
T012,Perinasal.Perspiration,P2,-0.0020664492455055705,1.1564937252815442e-15,-0.002066449245506727
T013,Perinasal.Perspiration,P2,0.9148893773372401,-1.3158198810372225e-16,0.9148893773372402
T014,Perinasal.Perspiration,P2,1.0976676955787759,1.0108952738584189e-15,1.0976676955787747
T016,Perinasal.Perspiration,P2,0.43584598087982807,-2.365443166422869e-16,0.4358459808798283
T017,Perinasal.Perspiration,P2,0.44071197545480567,-3.3251024960361233e-15,0.440711975454809
T018,Perinasal.Perspiration,P2,-0.8400918955984894,3.0010500640799264e-15,-0.8400918955984924
T020,Perinasal.Perspiration,P2,-0.26148786520392703,1.0974351154409924e-15,-0.26148786520392814
T022,Perinasal.Perspiration,P2,0.2941248675954918,-2.6134905223360006e-15,0.2941248675954944
T023,Perinasal.Perspiration,P2,-0.60245530676479,-1.3067452611680003e-15,-0.6024553067647886
T024,Perinasal.Perspiration,P2,-1.0506085689780105,-1.5352965568465934e-15,-1.050608568978009
T025,Perinasal.Perspiration,P2,1.0833162813185813,-2.356391725735026e-15,1.0833162813185837
T027,Perinasal.Perspiration,P2,-0.011767712273218614,-5.852016690547554e-16,-0.01176771227321803
T029,Perinasal.Perspiration,P2,0.8320106569643678,-2.0631770074987984e-15,0.8320106569643699
T031,Perinasal.Perspiration,P2,0.9055130123544325,-4.340770167552612e-15,0.9055130123544368
T033,Perinasal.Perspiration,P2,0.7959962612559042,2.1999496241803103e-15,0.795996261255902
T034,Perinasal.Perspiration,P2,1.3003568796531795,1.0924244426272236e-15,1.3003568796531784
T035,Perinasal.Perspiration,P2,-0.1087447322592851,2.888346797221097e-15,-0.10874473225928799
T036,Perinasal.Perspiration,P2,0.8392004326943293,-4.241365495872228e-16,0.8392004326943298
T038,Perinasal.Perspiration,P2,0.5268296476673446,-9.201272837181153e-16,0.5268296476673455
T039,Perinasal.Perspiration,P2,1.3496416329878345,-1.9436781933050483e-15,1.3496416329878365
T040,Perinasal.Perspiration,P2,0.5962547772049692,-9.789337346867052e-17,0.5962547772049693
T041,Perinasal.Perspiration,P2,0.5086764914022774,1.3567278675468253e-15,0.5086764914022761
T043,Perinasal.Perspiration,P2,-0.5372645862968005,2.3114040801834584e-15,-0.5372645862968028
T044,Perinasal.Perspiration,P2,-0.4810716889350178,1.2244339571845069e-15,-0.481071688935019
T045,Perinasal.Perspiration,P2,0.2501382399780962,-2.073605306502033e-15,0.25013823997809825
T047,Perinasal.Perspiration,P2,-0.7732932945946955,-1.4175416174765092e-15,-0.7732932945946941
T050,Perinasal.Perspiration,P2,1.2625405023743541,-1.2969489309832336e-16,1.2625405023743543
T054,Perinasal.Perspiration,P2,-0.588292937916933,1.0416333299100944e-15,-0.588292937916934
T060,Perinasal.Perspiration,P2,-1.0474190590709207,1.6746798485928287e-16,-1.047419059070921
T061,Perinasal.Perspiration,P2,1.111523007340955,5.377080162508867e-16,1.1115230073409545
T064,Perinasal.Perspiration,P2,-0.7680161301375067,-1.3425584668550912e-15,-0.7680161301375054
T066,Perinasal.Perspiration,P2,-0.3116880816967333,2.2556912246352386e-16,-0.3116880816967335
T068,Perinasal.Perspiration,P2,-0.04746031941741532,1.452557551809404e-15,-0.04746031941741677
T073,Perinasal.Perspiration,P2,0.3161818801409265,-4.946816514785507e-16,0.316181880140927
T076,Perinasal.Perspiration,P2,-0.7887315602369515,7.733798484463675e-16,-0.7887315602369522
T077,Perinasal.Perspiration,P2,0.10207118838494937,-1.3000466458702149e-15,0.10207118838495068
T079,Perinasal.Perspiration,P2,-0.12470710487667579,-4.828352482933567e-16,-0.1247071048766753
T080,Perinasal.Perspiration,P2,0.8728845547485288,-2.0898315757650005e-16,0.872884554748529
T081,Perinasal.Perspiration,P2,0.46103107566008916,9.95836409966807e-16,0.46103107566008816
T082,Perinasal.Perspiration,P2,-0.8417497682767864,-3.739698609263685e-16,-0.841749768276786
T083,Perinasal.Perspiration,P2,-0.5038325369736992,2.0898315757650005e-16,-0.5038325369736995
T084,Perinasal.Perspiration,P2,-0.20623533458050303,-4.6900510611227736e-17,-0.20623533458050297
T086,Perinasal.Perspiration,P2,0.13589519614470458,-2.882076619307739e-16,0.13589519614470486
T088,Perinasal.Perspiration,P2,0.17036576169124204,-8.522251703269567e-16,0.1703657616912429
T001,Perinasal.Perspiration,P3,-0.04930055699015812,1.6654759666224005e-15,-0.04930055699015978
T002,Perinasal.Perspiration,P3,-0.1426227009671001,-3.937516419829271e-15,-0.14262270096709617
T003,Perinasal.Perspiration,P3,0.17002740129372929,1.7716450175450773e-15,0.1700274012937275
T004,Perinasal.Perspiration,P3,-0.2721153862331527,2.249200026866504e-15,-0.27211538623315495
T005,Perinasal.Perspiration,P3,-0.4825922649616764,-9.9351793264833e-16,-0.4825922649616754
T006,Perinasal.Perspiration,P3,-0.4078350130700769,-1.7007671866598144e-15,-0.4078350130700752
T008,Perinasal.Perspiration,P3,0.07723586191014188,-2.177150443833176e-16,0.0772358619101421
T009,Perinasal.Perspiration,P3,-0.12824516711514597,-7.606332158267391e-16,-0.12824516711514522
T010,Perinasal.Perspiration,P3,0.11076852398796175,-7.914906423656812e-16,0.11076852398796254
T011,Perinasal.Perspiration,P3,-0.08181211203045763,4.196118518268308e-16,-0.08181211203045805
T012,Perinasal.Perspiration,P3,-0.290745486569546,1.1564937252815442e-15,-0.2907454865695472
T013,Perinasal.Perspiration,P3,-0.028254733207479107,-1.3158198810372225e-16,-0.028254733207478976
T014,Perinasal.Perspiration,P3,-0.26601578764404393,1.0108952738584189e-15,-0.26601578764404493
T016,Perinasal.Perspiration,P3,-0.6297824492003181,-2.365443166422869e-16,-0.6297824492003179
T017,Perinasal.Perspiration,P3,0.4445535528462021,-3.3251024960361233e-15,0.44455355284620546
T018,Perinasal.Perspiration,P3,-0.3572675874254468,3.0010500640799264e-15,-0.3572675874254498
T020,Perinasal.Perspiration,P3,-0.6187106035262646,1.0974351154409924e-15,-0.6187106035262657
T022,Perinasal.Perspiration,P3,-0.07911023900526204,-2.6134905223360006e-15,-0.07911023900525943
T023,Perinasal.Perspiration,P3,-0.5153741542619981,-1.3067452611680003e-15,-0.5153741542619967
T024,Perinasal.Perspiration,P3,-0.09090337570667031,-1.5352965568465934e-15,-0.09090337570666877
T025,Perinasal.Perspiration,P3,-0.6109449812991191,-2.356391725735026e-15,-0.6109449812991168
T027,Perinasal.Perspiration,P3,-0.7096102381409622,-5.852016690547554e-16,-0.7096102381409617
T029,Perinasal.Perspiration,P3,-0.12341118678083049,-2.0631770074987984e-15,-0.12341118678082842
T031,Perinasal.Perspiration,P3,-0.7264378646168133,-4.340770167552612e-15,-0.7264378646168089
T033,Perinasal.Perspiration,P3,-0.5985325460433604,2.1999496241803103e-15,-0.5985325460433626
T034,Perinasal.Perspiration,P3,-0.3324816849521312,1.0924244426272236e-15,-0.3324816849521323
T035,Perinasal.Perspiration,P3,-0.10284898783453526,2.888346797221097e-15,-0.10284898783453815
T036,Perinasal.Perspiration,P3,-0.33067273694638205,-4.241365495872228e-16,-0.3306727369463816
T038,Perinasal.Perspiration,P3,-0.42113541821639006,-9.201272837181153e-16,-0.4211354182163891
T039,Perinasal.Perspiration,P3,-0.6018537257283061,-1.9436781933050483e-15,-0.6018537257283041
T040,Perinasal.Perspiration,P3,-0.7252802233590504,-9.789337346867052e-17,-0.7252802233590503
T041,Perinasal.Perspiration,P3,-0.3265407854844071,1.3567278675468253e-15,-0.32654078548440846
T043,Perinasal.Perspiration,P3,-0.5472406018252708,2.3114040801834584e-15,-0.5472406018252731
T044,Perinasal.Perspiration,P3,0.025883606753734186,1.2244339571845069e-15,0.02588360675373296
T045,Perinasal.Perspiration,P3,-0.09590501914329848,-2.073605306502033e-15,-0.09590501914329641
T047,Perinasal.Perspiration,P3,0.13725320438552294,-1.4175416174765092e-15,0.13725320438552435
T050,Perinasal.Perspiration,P3,-0.14620162541481768,-1.2969489309832336e-16,-0.14620162541481754
T054,Perinasal.Perspiration,P3,-0.3604128456072668,1.0416333299100944e-15,-0.36041284560726783
T060,Perinasal.Perspiration,P3,0.33836450227843956,1.6746798485928287e-16,0.3383645022784394
T061,Perinasal.Perspiration,P3,-0.7346229462402277,5.377080162508867e-16,-0.7346229462402283
T064,Perinasal.Perspiration,P3,0.09975785078135785,-1.3425584668550912e-15,0.0997578507813592
T066,Perinasal.Perspiration,P3,-0.4409382987637549,2.2556912246352386e-16,-0.4409382987637551
T068,Perinasal.Perspiration,P3,0.33488518908972964,1.452557551809404e-15,0.3348851890897282
T073,Perinasal.Perspiration,P3,-0.1627085241004925,-4.946816514785507e-16,-0.162708524100492
T076,Perinasal.Perspiration,P3,0.08128059586787892,7.733798484463675e-16,0.08128059586787814
T077,Perinasal.Perspiration,P3,-0.4775102593708431,-1.3000466458702149e-15,-0.47751025937084185
T079,Perinasal.Perspiration,P3,-0.57242047435942,-4.828352482933567e-16,-0.5724204743594196
T080,Perinasal.Perspiration,P3,-0.7231514240846985,-2.0898315757650005e-16,-0.7231514240846982
T081,Perinasal.Perspiration,P3,-0.1896140155350798,9.95836409966807e-16,-0.1896140155350808
T082,Perinasal.Perspiration,P3,0.7030624433520603,-3.739698609263685e-16,0.7030624433520606
T083,Perinasal.Perspiration,P3,-0.3821515364097409,2.0898315757650005e-16,-0.38215153640974114
T084,Perinasal.Perspiration,P3,-0.6230309562421757,-4.6900510611227736e-17,-0.6230309562421757
T086,Perinasal.Perspiration,P3,-0.5379978343952724,-2.882076619307739e-16,-0.537997834395272
T088,Perinasal.Perspiration,P3,-0.10506757808156135,-8.522251703269567e-16,-0.1050675780815605
T001,Perinasal.Perspiration,P4,1.115241244140822,1.6654759666224005e-15,1.1152412441408202
T002,Perinasal.Perspiration,P4,0.06095393770123323,-3.937516419829271e-15,0.060953937701237165
T003,Perinasal.Perspiration,P4,-0.5893102471305623,1.7716450175450773e-15,-0.5893102471305641
T004,Perinasal.Perspiration,P4,0.6823856091545744,2.249200026866504e-15,0.6823856091545721
T005,Perinasal.Perspiration,P4,1.5047853810171359,-9.9351793264833e-16,1.5047853810171368
T006,Perinasal.Perspiration,P4,0.9730265488429649,-1.7007671866598144e-15,0.9730265488429666
T008,Perinasal.Perspiration,P4,0.3569740966018146,-2.177150443833176e-16,0.35697409660181484
T009,Perinasal.Perspiration,P4,-0.7757674933928366,-7.606332158267391e-16,-0.7757674933928358
T010,Perinasal.Perspiration,P4,0.525327219272116,-7.914906423656812e-16,0.5253272192721168
T011,Perinasal.Perspiration,P4,-0.01382564133395985,4.196118518268308e-16,-0.01382564133396027
T012,Perinasal.Perspiration,P4,0.7727156913101811,1.1564937252815442e-15,0.77271569131018
T013,Perinasal.Perspiration,P4,0.5258152394682328,-1.3158198810372225e-16,0.5258152394682329
T014,Perinasal.Perspiration,P4,0.07258440841322766,1.0108952738584189e-15,0.07258440841322665
T016,Perinasal.Perspiration,P4,0.6764152062274246,-2.365443166422869e-16,0.6764152062274248
T017,Perinasal.Perspiration,P4,-0.5391882899271345,-3.3251024960361233e-15,-0.5391882899271312
T018,Perinasal.Perspiration,P4,1.3045898807176188,3.0010500640799264e-15,1.3045898807176157
T020,Perinasal.Perspiration,P4,0.6084111320264207,1.0974351154409924e-15,0.6084111320264196
T022,Perinasal.Perspiration,P4,0.11258338255163407,-2.6134905223360006e-15,0.11258338255163668
T023,Perinasal.Perspiration,P4,0.3989641749334707,-1.3067452611680003e-15,0.398964174933472
T024,Perinasal.Perspiration,P4,0.05079857471634705,-1.5352965568465934e-15,0.050798574716348584
T025,Perinasal.Perspiration,P4,0.6517107706356428,-2.356391725735026e-15,0.6517107706356451
T027,Perinasal.Perspiration,P4,1.1025822672360532,-5.852016690547554e-16,1.102582267236054
T029,Perinasal.Perspiration,P4,-0.7121839153051777,-2.0631770074987984e-15,-0.7121839153051756
T031,Perinasal.Perspiration,P4,0.34284435269147173,-4.340770167552612e-15,0.34284435269147606
T033,Perinasal.Perspiration,P4,0.7650096226693375,2.1999496241803103e-15,0.7650096226693353
T034,Perinasal.Perspiration,P4,-0.2689976970730134,1.0924244426272236e-15,-0.2689976970730145
T035,Perinasal.Perspiration,P4,0.1265446883237224,2.888346797221097e-15,0.1265446883237195
T036,Perinasal.Perspiration,P4,-0.3018442676862448,-4.241365495872228e-16,-0.30184426768624434
T038,Perinasal.Perspiration,P4,0.16831038508222632,-9.201272837181153e-16,0.16831038508222723
T039,Perinasal.Perspiration,P4,0.1819723211678285,-1.9436781933050483e-15,0.18197232116783044
T040,Perinasal.Perspiration,P4,0.05830512274662006,-9.789337346867052e-17,0.058305122746620155
T041,Perinasal.Perspiration,P4,-0.23530815747541078,1.3567278675468253e-15,-0.23530815747541214
T043,Perinasal.Perspiration,P4,0.3717645911585894,2.3114040801834584e-15,0.37176459115858707
T044,Perinasal.Perspiration,P4,0.3593822854183917,1.2244339571845069e-15,0.35938228541839046
T045,Perinasal.Perspiration,P4,-0.31520327006406246,-2.073605306502033e-15,-0.3152032700640604
T047,Perinasal.Perspiration,P4,0.08833919788529679,-1.4175416174765092e-15,0.0883391978852982
T050,Perinasal.Perspiration,P4,-0.8201641832310193,-1.2969489309832336e-16,-0.8201641832310191
T054,Perinasal.Perspiration,P4,-0.10816257682727913,1.0416333299100944e-15,-0.10816257682728017
T060,Perinasal.Perspiration,P4,0.8719289166461398,1.6746798485928287e-16,0.8719289166461396
T061,Perinasal.Perspiration,P4,-0.39000703179552404,5.377080162508867e-16,-0.3900070317955246
T064,Perinasal.Perspiration,P4,0.1174709450840942,-1.3425584668550912e-15,0.11747094508409554
T066,Perinasal.Perspiration,P4,0.7833990156200211,2.2556912246352386e-16,0.7833990156200209
T068,Perinasal.Perspiration,P4,-0.03475846537153928,1.452557551809404e-15,-0.03475846537154073
T073,Perinasal.Perspiration,P4,-0.404620205112134,-4.946816514785507e-16,-0.4046202051121335
T076,Perinasal.Perspiration,P4,0.28033840674878807,7.733798484463675e-16,0.2803384067487873
T077,Perinasal.Perspiration,P4,0.10492363410897056,-1.3000466458702149e-15,0.10492363410897186
T079,Perinasal.Perspiration,P4,0.7752615806018173,-4.828352482933567e-16,0.7752615806018177
T080,Perinasal.Perspiration,P4,0.0642914520698642,-2.0898315757650005e-16,0.0642914520698644
T081,Perinasal.Perspiration,P4,-0.12863351296955924,9.95836409966807e-16,-0.12863351296956024
T082,Perinasal.Perspiration,P4,0.5546183718680222,-3.739698609263685e-16,0.5546183718680225
T083,Perinasal.Perspiration,P4,0.5743651815614194,2.0898315757650005e-16,0.5743651815614191
T084,Perinasal.Perspiration,P4,1.234133774473397,-4.6900510611227736e-17,1.234133774473397
T086,Perinasal.Perspiration,P4,0.31620456801531405,-2.882076619307739e-16,0.3162045680153143
T088,Perinasal.Perspiration,P4,0.21299779763527144,-8.522251703269567e-16,0.2129977976352723
T001,Perinasal.Perspiration,P5,-0.3420561560209697,1.6654759666224005e-15,-0.3420561560209714
T002,Perinasal.Perspiration,P5,-0.3710239685871662,-3.937516419829271e-15,-0.37102396858716225
T003,Perinasal.Perspiration,P5,-0.6622591605965473,1.7716450175450773e-15,-0.6622591605965491
T004,Perinasal.Perspiration,P5,-0.1080906821578867,2.249200026866504e-15,-0.10809068215788895
T005,Perinasal.Perspiration,P5,0.1665596352290441,-9.9351793264833e-16,0.1665596352290451
T006,Perinasal.Perspiration,P5,-0.5163809836596304,-1.7007671866598144e-15,-0.5163809836596287
T008,Perinasal.Perspiration,P5,0.42331999661717223,-2.177150443833176e-16,0.42331999661717246
T009,Perinasal.Perspiration,P5,0.3050978042794757,-7.606332158267391e-16,0.30509780427947647
T010,Perinasal.Perspiration,P5,-1.1589220003331484,-7.914906423656812e-16,-1.1589220003331475
T011,Perinasal.Perspiration,P5,-0.4238884634640219,4.196118518268308e-16,-0.42388846346402237
T012,Perinasal.Perspiration,P5,-0.3346242779199191,1.1564937252815442e-15,-0.3346242779199203
T013,Perinasal.Perspiration,P5,-0.9329061687601119,-1.3158198810372225e-16,-0.9329061687601118
T014,Perinasal.Perspiration,P5,-0.673379027386848,1.0108952738584189e-15,-0.673379027386849
T016,Perinasal.Perspiration,P5,0.3298093494569919,-2.365443166422869e-16,0.32980934945699214
T017,Perinasal.Perspiration,P5,-0.8873607445872375,-3.3251024960361233e-15,-0.8873607445872341
T018,Perinasal.Perspiration,P5,-0.4950473463856627,3.0010500640799264e-15,-0.4950473463856657
T020,Perinasal.Perspiration,P5,1.0604069022952316,1.0974351154409924e-15,1.0604069022952305
T022,Perinasal.Perspiration,P5,-0.6983810977076838,-2.6134905223360006e-15,-0.6983810977076811
T023,Perinasal.Perspiration,P5,1.100424614665962,-1.3067452611680003e-15,1.1004246146659633
T024,Perinasal.Perspiration,P5,1.3909379526086596,-1.5352965568465934e-15,1.3909379526086612
T025,Perinasal.Perspiration,P5,0.1700996432367853,-2.356391725735026e-15,0.17009964323678767
T027,Perinasal.Perspiration,P5,0.10957908892141857,-5.852016690547554e-16,0.10957908892141915
T029,Perinasal.Perspiration,P5,0.03145620359424496,-2.0631770074987984e-15,0.03145620359424702
T031,Perinasal.Perspiration,P5,0.0336319483674488,-4.340770167552612e-15,0.033631948367453146
T033,Perinasal.Perspiration,P5,-0.2617551167703622,2.1999496241803103e-15,-0.2617551167703644
T034,Perinasal.Perspiration,P5,-1.1516374041314767,1.0924244426272236e-15,-1.1516374041314779
T035,Perinasal.Perspiration,P5,0.0224084881113821,2.888346797221097e-15,0.02240848811137921
T036,Perinasal.Perspiration,P5,0.46808815490780603,-4.241365495872228e-16,0.4680881549078065
T038,Perinasal.Perspiration,P5,0.28593077408266615,-9.201272837181153e-16,0.2859307740826671
T039,Perinasal.Perspiration,P5,-0.33166681114313773,-1.9436781933050483e-15,-0.3316668111431358
T040,Perinasal.Perspiration,P5,1.109755819281841,-9.789337346867052e-17,1.109755819281841
T041,Perinasal.Perspiration,P5,0.19594768216306455,1.3567278675468253e-15,0.19594768216306319
T043,Perinasal.Perspiration,P5,2.013546006174642,2.3114040801834584e-15,2.0135460061746397
T044,Perinasal.Perspiration,P5,0.7666542619700396,1.2244339571845069e-15,0.7666542619700384
T045,Perinasal.Perspiration,P5,-0.7285839968780123,-2.073605306502033e-15,-0.7285839968780102
T047,Perinasal.Perspiration,P5,0.26671525511972805,-1.4175416174765092e-15,0.2667152551197295
T050,Perinasal.Perspiration,P5,0.36510690250178296,-1.2969489309832336e-16,0.36510690250178307
T054,Perinasal.Perspiration,P5,0.5514699493484627,1.0416333299100944e-15,0.5514699493484617
T060,Perinasal.Perspiration,P5,0.20463567022023127,1.6746798485928287e-16,0.2046356702202311
T061,Perinasal.Perspiration,P5,-0.6623584956185544,5.377080162508867e-16,-0.662358495618555
T064,Perinasal.Perspiration,P5,0.7359473744515672,-1.3425584668550912e-15,0.7359473744515685
T068,Perinasal.Perspiration,P5,-0.5906347026194338,1.452557551809404e-15,-0.5906347026194353
T073,Perinasal.Perspiration,P5,-0.7242435731038752,-4.946816514785507e-16,-0.7242435731038748
T076,Perinasal.Perspiration,P5,1.2806097911109329,7.733798484463675e-16,1.2806097911109322
T077,Perinasal.Perspiration,P5,0.40622250901085494,-1.3000466458702149e-15,0.4062225090108562
T079,Perinasal.Perspiration,P5,0.07895464136950722,-4.828352482933567e-16,0.07895464136950771
T080,Perinasal.Perspiration,P5,-0.13985731578339308,-2.0898315757650005e-16,-0.13985731578339286
T081,Perinasal.Perspiration,P5,-0.08273489816699854,9.95836409966807e-16,-0.08273489816699954
T082,Perinasal.Perspiration,P5,-0.04147226866945718,-3.739698609263685e-16,-0.0414722686694568
T083,Perinasal.Perspiration,P5,1.2236394652015021,2.0898315757650005e-16,1.223639465201502
T084,Perinasal.Perspiration,P5,-0.19247155390131904,-4.6900510611227736e-17,-0.19247155390131898
T086,Perinasal.Perspiration,P5,0.11335529154925442,-2.882076619307739e-16,0.11335529154925471
