subject,phase,modality,md_nsamples,md_finite,md_frac_finite,nd_nsamples,nd_finite,nd_frac_finite
T001,P1,Perinasal.Perspiration,81,81,1.0,81,81,1.0
T001,P1,Heart.Rate,81,0,0.0,81,0,0.0
T001,P1,Breathing.Rate,81,81,1.0,81,81,1.0
T001,P2,Perinasal.Perspiration,160,160,1.0,160,160,1.0
T001,P2,Heart.Rate,160,67,0.41875,160,95,0.59375
T001,P2,Breathing.Rate,160,160,1.0,160,160,1.0
T001,P3,Perinasal.Perspiration,270,270,1.0,270,270,1.0
T001,P3,Heart.Rate,270,270,1.0,270,270,1.0
T001,P3,Breathing.Rate,270,270,1.0,270,270,1.0
T001,P4,Perinasal.Perspiration,162,162,1.0,162,162,1.0
T001,P4,Heart.Rate,162,162,1.0,162,162,1.0
T001,P4,Breathing.Rate,162,162,1.0,162,162,1.0
T001,P5,Perinasal.Perspiration,156,156,1.0,114,114,1.0
T001,P5,Heart.Rate,156,156,1.0,114,114,1.0
T001,P5,Breathing.Rate,156,156,1.0,114,114,1.0
T002,P1,Perinasal.Perspiration,82,82,1.0,82,82,1.0
T002,P1,Heart.Rate,82,82,1.0,82,82,1.0
T002,P1,Breathing.Rate,82,82,1.0,82,82,1.0
T002,P2,Perinasal.Perspiration,158,158,1.0,158,158,1.0
T002,P2,Heart.Rate,158,158,1.0,158,158,1.0
T002,P2,Breathing.Rate,158,158,1.0,158,158,1.0
T002,P3,Perinasal.Perspiration,259,259,1.0,259,259,1.0
T002,P3,Heart.Rate,259,259,1.0,259,259,1.0
T002,P3,Breathing.Rate,259,259,1.0,259,259,1.0
T002,P4,Perinasal.Perspiration,152,152,1.0,152,152,1.0
T002,P4,Heart.Rate,152,152,1.0,152,152,1.0
T002,P4,Breathing.Rate,152,152,1.0,152,152,1.0
T002,P5,Perinasal.Perspiration,117,117,1.0,117,117,1.0
T002,P5,Heart.Rate,117,117,1.0,117,117,1.0
T002,P5,Breathing.Rate,117,117,1.0,117,117,1.0
T003,P1,Perinasal.Perspiration,75,75,1.0,75,75,1.0
T003,P1,Heart.Rate,75,75,1.0,75,75,1.0
T003,P1,Breathing.Rate,75,75,1.0,75,75,1.0
T003,P2,Perinasal.Perspiration,159,159,1.0,159,159,1.0
T003,P2,Heart.Rate,159,159,1.0,159,159,1.0
T003,P2,Breathing.Rate,159,159,1.0,159,159,1.0
T003,P3,Perinasal.Perspiration,238,238,1.0,238,238,1.0
T003,P3,Heart.Rate,238,238,1.0,238,238,1.0
T003,P3,Breathing.Rate,238,238,1.0,238,238,1.0
T003,P4,Perinasal.Perspiration,157,157,1.0,157,157,1.0
T003,P4,Heart.Rate,157,157,1.0,157,157,1.0
T003,P4,Breathing.Rate,157,157,1.0,157,157,1.0
T003,P5,Perinasal.Perspiration,116,116,1.0,116,116,1.0
T003,P5,Heart.Rate,116,116,1.0,116,116,1.0
T003,P5,Breathing.Rate,116,116,1.0,116,116,1.0
T004,P1,Perinasal.Perspiration,93,93,1.0,93,93,1.0
T004,P1,Heart.Rate,93,93,1.0,93,93,1.0
T004,P1,Breathing.Rate,93,93,1.0,93,93,1.0
T004,P2,Perinasal.Perspiration,155,155,1.0,155,155,1.0
T004,P2,Heart.Rate,155,155,1.0,155,155,1.0
T004,P2,Breathing.Rate,155,155,1.0,155,155,1.0
T004,P3,Perinasal.Perspiration,287,287,1.0,287,287,1.0
T004,P3,Heart.Rate,287,287,1.0,287,287,1.0
T004,P3,Breathing.Rate,287,287,1.0,287,287,1.0
T004,P4,Perinasal.Perspiration,157,157,1.0,157,157,1.0
T004,P4,Heart.Rate,157,157,1.0,157,157,1.0
T004,P4,Breathing.Rate,157,157,1.0,157,157,1.0
T004,P5,Perinasal.Perspiration,90,90,1.0,90,90,1.0
T004,P5,Heart.Rate,90,90,1.0,90,90,1.0
T004,P5,Breathing.Rate,90,90,1.0,90,90,1.0
T005,P1,Perinasal.Perspiration,77,77,1.0,77,77,1.0
T005,P1,Heart.Rate,77,77,1.0,77,77,1.0
T005,P1,Breathing.Rate,77,77,1.0,77,77,1.0
T005,P2,Perinasal.Perspiration,160,160,1.0,160,160,1.0
T005,P2,Heart.Rate,160,160,1.0,160,160,1.0
T005,P2,Breathing.Rate,160,160,1.0,160,160,1.0
T005,P3,Perinasal.Perspiration,243,243,1.0,243,243,1.0
T005,P3,Heart.Rate,243,243,1.0,243,243,1.0
T005,P3,Breathing.Rate,243,243,1.0,243,243,1.0
T005,P4,Perinasal.Perspiration,172,172,1.0,172,172,1.0
T005,P4,Heart.Rate,172,172,1.0,172,172,1.0
T005,P4,Breathing.Rate,172,172,1.0,172,172,1.0
T005,P5,Perinasal.Perspiration,122,122,1.0,122,122,1.0
T005,P5,Heart.Rate,122,122,1.0,122,122,1.0
T005,P5,Breathing.Rate,122,122,1.0,122,122,1.0
T006,P1,Perinasal.Perspiration,75,75,1.0,75,75,1.0
T006,P1,Heart.Rate,75,75,1.0,75,75,1.0
T006,P1,Breathing.Rate,75,75,1.0,75,75,1.0
T006,P2,Perinasal.Perspiration,160,160,1.0,160,160,1.0
T006,P2,Heart.Rate,160,160,1.0,160,160,1.0
T006,P2,Breathing.Rate,160,160,1.0,160,160,1.0
T006,P3,Perinasal.Perspiration,232,232,1.0,232,232,1.0
T006,P3,Heart.Rate,232,232,1.0,232,232,1.0
T006,P3,Breathing.Rate,232,232,1.0,232,232,1.0
T006,P4,Perinasal.Perspiration,166,166,1.0,166,166,1.0
T006,P4,Heart.Rate,166,166,1.0,166,166,1.0
T006,P4,Breathing.Rate,166,166,1.0,166,166,1.0
T006,P5,Perinasal.Perspiration,74,74,1.0,74,74,1.0
T006,P5,Heart.Rate,74,74,1.0,74,74,1.0
T006,P5,Breathing.Rate,74,74,1.0,74,74,1.0
T007,P1,Perinasal.Perspiration,75,0,0.0,75,0,0.0
T007,P1,Heart.Rate,75,75,1.0,75,75,1.0
T007,P1,Breathing.Rate,75,75,1.0,75,75,1.0
T007,P2,Perinasal.Perspiration,157,0,0.0,157,0,0.0
T007,P2,Heart.Rate,157,157,1.0,157,157,1.0
T007,P2,Breathing.Rate,157,157,1.0,157,157,1.0
T007,P3,Perinasal.Perspiration,250,0,0.0,250,0,0.0
T007,P3,Heart.Rate,250,250,1.0,250,250,1.0
T007,P3,Breathing.Rate,250,250,1.0,250,250,1.0
T007,P4,Perinasal.Perspiration,158,0,0.0,158,0,0.0
T007,P4,Heart.Rate,158,158,1.0,158,158,1.0
T007,P4,Breathing.Rate,158,158,1.0,158,158,1.0
T007,P5,Perinasal.Perspiration,152,0,0.0,142,0,0.0
T007,P5,Heart.Rate,152,152,1.0,142,142,1.0
T007,P5,Breathing.Rate,152,152,1.0,142,142,1.0
T008,P1,Perinasal.Perspiration,75,75,1.0,75,75,1.0
T008,P1,Heart.Rate,75,75,1.0,75,75,1.0
T008,P1,Breathing.Rate,75,75,1.0,75,75,1.0
T008,P2,Perinasal.Perspiration,160,160,1.0,160,160,1.0
T008,P2,Heart.Rate,160,160,1.0,160,160,1.0
T008,P2,Breathing.Rate,160,160,1.0,160,160,1.0
T008,P3,Perinasal.Perspiration,232,232,1.0,232,232,1.0
T008,P3,Heart.Rate,232,232,1.0,232,232,1.0
T008,P3,Breathing.Rate,232,232,1.0,232,232,1.0
T008,P4,Perinasal.Perspiration,166,166,1.0,166,166,1.0
T008,P4,Heart.Rate,166,166,1.0,166,166,1.0
T008,P4,Breathing.Rate,166,166,1.0,166,166,1.0
T008,P5,Perinasal.Perspiration,108,108,1.0,87,87,1.0
T008,P5,Heart.Rate,108,108,1.0,87,87,1.0
T008,P5,Breathing.Rate,108,108,1.0,87,87,1.0
T009,P1,Perinasal.Perspiration,87,87,1.0,87,87,1.0
T009,P1,Heart.Rate,87,81,0.9310344827586207,87,87,1.0
T009,P1,Breathing.Rate,87,87,1.0,87,87,1.0
T009,P2,Perinasal.Perspiration,162,162,1.0,162,162,1.0
T009,P2,Heart.Rate,162,148,0.9135802469135802,162,76,0.4691358024691358
T009,P2,Breathing.Rate,162,162,1.0,162,162,1.0
T009,P3,Perinasal.Perspiration,239,239,1.0,239,239,1.0
T009,P3,Heart.Rate,239,89,0.3723849372384937,239,28,0.11715481171548117
T009,P3,Breathing.Rate,239,239,1.0,239,239,1.0
T009,P4,Perinasal.Perspiration,158,158,1.0,158,158,1.0
T009,P4,Heart.Rate,158,137,0.8670886075949367,158,0,0.0
T009,P4,Breathing.Rate,158,158,1.0,158,158,1.0
T009,P5,Perinasal.Perspiration,127,127,1.0,122,122,1.0
T009,P5,Heart.Rate,127,69,0.5433070866141733,122,0,0.0
T009,P5,Breathing.Rate,127,127,1.0,122,122,1.0
T010,P1,Perinasal.Perspiration,71,71,1.0,71,71,1.0
T010,P1,Heart.Rate,71,71,1.0,71,71,1.0
T010,P1,Breathing.Rate,71,71,1.0,71,71,1.0
T010,P2,Perinasal.Perspiration,158,158,1.0,158,158,1.0
T010,P2,Heart.Rate,158,158,1.0,158,158,1.0
T010,P2,Breathing.Rate,158,158,1.0,158,158,1.0
T010,P3,Perinasal.Perspiration,267,267,1.0,267,267,1.0
T010,P3,Heart.Rate,267,267,1.0,267,267,1.0
T010,P3,Breathing.Rate,267,267,1.0,267,267,1.0
T010,P4,Perinasal.Perspiration,161,161,1.0,161,161,1.0
T010,P4,Heart.Rate,161,161,1.0,161,161,1.0
T010,P4,Breathing.Rate,161,161,1.0,161,161,1.0
T010,P5,Perinasal.Perspiration,34,34,1.0,34,34,1.0
T010,P5,Heart.Rate,34,34,1.0,34,34,1.0
T010,P5,Breathing.Rate,34,34,1.0,34,34,1.0
T011,P1,Perinasal.Perspiration,79,79,1.0,79,79,1.0
T011,P1,Heart.Rate,79,79,1.0,79,79,1.0
T011,P1,Breathing.Rate,79,79,1.0,79,79,1.0
T011,P2,Perinasal.Perspiration,162,162,1.0,162,162,1.0
T011,P2,Heart.Rate,162,162,1.0,162,162,1.0
T011,P2,Breathing.Rate,162,162,1.0,162,162,1.0
T011,P3,Perinasal.Perspiration,263,263,1.0,263,263,1.0
T011,P3,Heart.Rate,263,263,1.0,263,263,1.0
T011,P3,Breathing.Rate,263,263,1.0,263,263,1.0
T011,P4,Perinasal.Perspiration,153,153,1.0,153,153,1.0
T011,P4,Heart.Rate,153,153,1.0,153,153,1.0
T011,P4,Breathing.Rate,153,153,1.0,153,153,1.0
T011,P5,Perinasal.Perspiration,142,142,1.0,107,107,1.0
T011,P5,Heart.Rate,142,142,1.0,107,107,1.0
T011,P5,Breathing.Rate,142,142,1.0,107,107,1.0
T012,P1,Perinasal.Perspiration,84,84,1.0,84,80,0.9523809523809523
T012,P1,Heart.Rate,84,77,0.9166666666666666,84,25,0.2976190476190476
T012,P1,Breathing.Rate,84,84,1.0,84,84,1.0
T012,P2,Perinasal.Perspiration,157,157,1.0,157,157,1.0
T012,P2,Heart.Rate,157,48,0.3057324840764331,157,147,0.9363057324840764
T012,P2,Breathing.Rate,157,157,1.0,157,157,1.0
T012,P3,Perinasal.Perspiration,265,265,1.0,265,265,1.0
T012,P3,Heart.Rate,265,0,0.0,265,84,0.3169811320754717
T012,P3,Breathing.Rate,265,265,1.0,265,265,1.0
T012,P4,Perinasal.Perspiration,159,159,1.0,159,159,1.0
T012,P4,Heart.Rate,159,0,0.0,159,0,0.0
T012,P4,Breathing.Rate,159,159,1.0,159,159,1.0
T012,P5,Perinasal.Perspiration,167,167,1.0,152,152,1.0
T012,P5,Heart.Rate,167,13,0.07784431137724551,152,0,0.0
T012,P5,Breathing.Rate,167,167,1.0,152,134,0.881578947368421
T013,P1,Perinasal.Perspiration,72,72,1.0,72,72,1.0
T013,P1,Heart.Rate,72,72,1.0,72,72,1.0
T013,P1,Breathing.Rate,72,72,1.0,72,72,1.0
T013,P2,Perinasal.Perspiration,158,158,1.0,158,158,1.0
T013,P2,Heart.Rate,158,158,1.0,158,158,1.0
T013,P2,Breathing.Rate,158,158,1.0,158,158,1.0
T013,P3,Perinasal.Perspiration,253,253,1.0,253,253,1.0
T013,P3,Heart.Rate,253,253,1.0,253,253,1.0
T013,P3,Breathing.Rate,253,253,1.0,253,253,1.0
T013,P4,Perinasal.Perspiration,163,163,1.0,163,163,1.0
T013,P4,Heart.Rate,163,163,1.0,163,163,1.0
T013,P4,Breathing.Rate,163,163,1.0,163,163,1.0
T013,P5,Perinasal.Perspiration,124,124,1.0,112,112,1.0
T013,P5,Heart.Rate,124,124,1.0,112,112,1.0
T013,P5,Breathing.Rate,124,124,1.0,112,112,1.0
T014,P1,Perinasal.Perspiration,76,28,0.3684210526315789,76,76,1.0
T014,P1,Heart.Rate,76,76,1.0,76,76,1.0
T014,P1,Breathing.Rate,76,76,1.0,76,76,1.0
T014,P2,Perinasal.Perspiration,150,150,1.0,150,150,1.0
T014,P2,Heart.Rate,150,150,1.0,150,150,1.0
T014,P2,Breathing.Rate,150,150,1.0,150,150,1.0
T014,P3,Perinasal.Perspiration,255,255,1.0,255,255,1.0
T014,P3,Heart.Rate,255,255,1.0,255,255,1.0
T014,P3,Breathing.Rate,255,255,1.0,255,255,1.0
T014,P4,Perinasal.Perspiration,153,153,1.0,153,153,1.0
T014,P4,Heart.Rate,153,153,1.0,153,153,1.0
T014,P4,Breathing.Rate,153,153,1.0,153,153,1.0
T014,P5,Perinasal.Perspiration,161,161,1.0,99,99,1.0
T014,P5,Heart.Rate,161,153,0.9503105590062112,99,99,1.0
T014,P5,Breathing.Rate,161,153,0.9503105590062112,99,99,1.0
T015,P1,Perinasal.Perspiration,70,0,0.0,70,0,0.0
T015,P1,Heart.Rate,70,70,1.0,70,26,0.37142857142857144
T015,P1,Breathing.Rate,70,70,1.0,70,70,1.0
T015,P2,Perinasal.Perspiration,164,0,0.0,164,0,0.0
T015,P2,Heart.Rate,164,78,0.47560975609756095,164,0,0.0
T015,P2,Breathing.Rate,164,164,1.0,164,164,1.0
T015,P3,Perinasal.Perspiration,245,0,0.0,245,0,0.0
T015,P3,Heart.Rate,245,98,0.4,245,0,0.0
T015,P3,Breathing.Rate,245,245,1.0,245,245,1.0
T015,P4,Perinasal.Perspiration,170,0,0.0,170,0,0.0
T015,P4,Heart.Rate,170,167,0.9823529411764705,170,0,0.0
T015,P4,Breathing.Rate,170,170,1.0,170,170,1.0
T015,P5,Perinasal.Perspiration,110,0,0.0,105,0,0.0
T015,P5,Heart.Rate,110,49,0.44545454545454544,105,0,0.0
T015,P5,Breathing.Rate,110,110,1.0,105,105,1.0
T016,P1,Perinasal.Perspiration,77,77,1.0,77,76,0.987012987012987
T016,P1,Heart.Rate,77,77,1.0,77,77,1.0
T016,P1,Breathing.Rate,77,77,1.0,77,77,1.0
T016,P2,Perinasal.Perspiration,154,154,1.0,154,154,1.0
T016,P2,Heart.Rate,154,154,1.0,154,154,1.0
T016,P2,Breathing.Rate,154,154,1.0,154,154,1.0
T016,P3,Perinasal.Perspiration,250,250,1.0,250,250,1.0
T016,P3,Heart.Rate,250,250,1.0,250,250,1.0
T016,P3,Breathing.Rate,250,250,1.0,250,250,1.0
T016,P4,Perinasal.Perspiration,156,156,1.0,156,156,1.0
T016,P4,Heart.Rate,156,156,1.0,156,156,1.0
T016,P4,Breathing.Rate,156,156,1.0,156,156,1.0
T016,P5,Perinasal.Perspiration,107,107,1.0,107,107,1.0
T016,P5,Heart.Rate,107,107,1.0,107,107,1.0
T016,P5,Breathing.Rate,107,107,1.0,107,107,1.0
T017,P1,Perinasal.Perspiration,76,76,1.0,76,36,0.47368421052631576
T017,P1,Heart.Rate,76,76,1.0,76,76,1.0
T017,P1,Breathing.Rate,76,76,1.0,76,76,1.0
T017,P2,Perinasal.Perspiration,162,162,1.0,162,162,1.0
T017,P2,Heart.Rate,162,162,1.0,162,162,1.0
T017,P2,Breathing.Rate,162,162,1.0,162,162,1.0
T017,P3,Perinasal.Perspiration,223,223,1.0,223,223,1.0
T017,P3,Heart.Rate,223,223,1.0,223,223,1.0
T017,P3,Breathing.Rate,223,223,1.0,223,223,1.0
T017,P4,Perinasal.Perspiration,170,170,1.0,170,170,1.0
T017,P4,Heart.Rate,170,170,1.0,170,170,1.0
T017,P4,Breathing.Rate,170,170,1.0,170,170,1.0
T017,P5,Perinasal.Perspiration,106,106,1.0,106,106,1.0
T017,P5,Heart.Rate,106,106,1.0,106,106,1.0
T017,P5,Breathing.Rate,106,106,1.0,106,106,1.0
T018,P1,Perinasal.Perspiration,80,76,0.95,80,77,0.9625
T018,P1,Heart.Rate,80,80,1.0,80,80,1.0
T018,P1,Breathing.Rate,80,80,1.0,80,80,1.0
T018,P2,Perinasal.Perspiration,160,160,1.0,160,160,1.0
T018,P2,Heart.Rate,160,160,1.0,160,160,1.0
T018,P2,Breathing.Rate,160,160,1.0,160,160,1.0
T018,P3,Perinasal.Perspiration,254,254,1.0,254,254,1.0
T018,P3,Heart.Rate,254,254,1.0,254,254,1.0
T018,P3,Breathing.Rate,254,254,1.0,254,254,1.0
T018,P4,Perinasal.Perspiration,159,159,1.0,159,159,1.0
T018,P4,Heart.Rate,159,159,1.0,159,159,1.0
T018,P4,Breathing.Rate,159,159,1.0,159,159,1.0
T018,P5,Perinasal.Perspiration,97,97,1.0,97,97,1.0
T018,P5,Heart.Rate,97,97,1.0,97,97,1.0
T018,P5,Breathing.Rate,97,97,1.0,97,97,1.0
T019,P1,Perinasal.Perspiration,81,0,0.0,81,0,0.0
T019,P1,Heart.Rate,81,81,1.0,81,81,1.0
T019,P1,Breathing.Rate,81,81,1.0,81,81,1.0
T019,P2,Perinasal.Perspiration,166,0,0.0,166,0,0.0
T019,P2,Heart.Rate,166,166,1.0,166,166,1.0
T019,P2,Breathing.Rate,166,166,1.0,166,166,1.0
T019,P3,Perinasal.Perspiration,267,0,0.0,267,0,0.0
T019,P3,Heart.Rate,267,267,1.0,267,267,1.0
T019,P3,Breathing.Rate,267,267,1.0,267,267,1.0
T019,P4,Perinasal.Perspiration,164,0,0.0,164,0,0.0
T019,P4,Heart.Rate,164,164,1.0,164,164,1.0
T019,P4,Breathing.Rate,164,164,1.0,164,164,1.0
T019,P5,Perinasal.Perspiration,113,0,0.0,113,0,0.0
T019,P5,Heart.Rate,113,113,1.0,113,113,1.0
T019,P5,Breathing.Rate,113,113,1.0,113,113,1.0
T020,P1,Perinasal.Perspiration,73,73,1.0,73,73,1.0
T020,P1,Heart.Rate,73,73,1.0,73,73,1.0
T020,P1,Breathing.Rate,73,73,1.0,73,73,1.0
T020,P2,Perinasal.Perspiration,152,152,1.0,152,152,1.0
T020,P2,Heart.Rate,152,152,1.0,152,152,1.0
T020,P2,Breathing.Rate,152,152,1.0,152,152,1.0
T020,P3,Perinasal.Perspiration,260,260,1.0,260,260,1.0
T020,P3,Heart.Rate,260,260,1.0,260,260,1.0
T020,P3,Breathing.Rate,260,260,1.0,260,260,1.0
T020,P4,Perinasal.Perspiration,154,154,1.0,154,154,1.0
T020,P4,Heart.Rate,154,154,1.0,154,154,1.0
